Sendungstitel,FolgenNr,Staffel,Folge,Datum,Dauer,Sendezeit,Gästesubstr,Gast_1,Beschreibung_1,Gast_2,Beschreibung_2,Gast_3,Beschreibung_3,Gast_4,Beschreibung_4,Gast_5,Beschreibung_5,Gast_6,Beschreibung_6,Gast_7,Beschreibung_7,Gast_8,Beschreibung_8,Gast_9,Beschreibung_9,Gast_10,Beschreibung_10,Gast_11,Beschreibung_11,Gast_12,Beschreibung_12,Gast_13,Beschreibung_13
 Markus Lanz 09.04.2024,1928,17,40,09.04.2024,075'31,23:13:48 - 00:29:19," 23:13:48 - 00:29:19 075'31 O-Ton Interview Markus LANZ mit den Studiogästen Katrin GÖRING-ECKARDT (stellv BTPräs, Bündnis 90 / Die Grünen), Nikolaus BLOME (Journalist, RTL), Sophia MAIER (Journalistin, RTL) und Hendrik STREECK (Virologe) ",Katrin GÖRING-ECKARDT,"stellv BTPräs, Bündnis 90 / Die Grünen",Nikolaus BLOME,"Journalist, RTL",Sophia MAIER,"Journalistin, RTL",Hendrik STREECK,Virologe,,,,,,,,,,,,,,,,,,
 Markus Lanz 10.04.2024,1929,17,41,10.04.2024,044'48,00:02:22 - 00:47:10," 00:02:22 - 00:47:10 044'48 O-Ton Interview Markus LANZ mit den Studiogästen Sebastian FIEDLER ( MdB, SPD, Kriminalhauptkommissar), Nicole BÖGELEIN (Kriminologin, Soziologin, Institut für Kriminologie der Universität zu Köln), Ahmad MANSOUR (Psychologe, Autor) ",Sebastian FIEDLER,"MdB, SPD, Kriminalhauptkommissar",Nicole BÖGELEIN,"Kriminologin, Soziologin, Institut für Kriminologie der Universität zu Köln",Ahmad MANSOUR,"Psychologe, Autor",,,,,,,,,,,,,,,,,,,,
 Markus Lanz 11.04.2024,1930,17,42,11.04.2024,074'40,23:17:56 - 00:32:36," 23:17:56 - 00:32:36 074'40 O-Ton Interview Markus LANZ mit den Studiogästen Reiner HASELOFF (MPr Sachsen-Anhalt, CDU), Anne HÄHNIG (Journalistin ""Zeit""), Sascha LOBO (Autor) und Christine STROBL (Tochter von Wolfgang Schäuble, Programmdirektorin ARD) ",Reiner HASELOFF,"MPr Sachsen-Anhalt, CDU",Anne HÄHNIG,"Journalistin ""Zeit""",Sascha LOBO,Autor,Christine STROBL,"Tochter von Wolfgang Schäuble, Programmdirektorin ARD",,,,,,,,,,,,,,,,,,
 Markus Lanz 16.04.2024,1931,17,43,16.04.2024,075'47,22:44:12 - 23:59:59," 22:44:12 - 23:59:59 075'47 O-Ton Interview Markus LANZ mit den Studiogästen Michael BEWERUNGE (ZDF-Korrespondent Tel Aviv, Zuschaltung ",,,,,,,,,,,,,,,,,,,,,,,,,,
 Markus Lanz 17.04.2024,1932,17,44,17.04.2024,045'43,00:05:16 - 00:50:59," 00:05:16 - 00:50:59 045'43 O-Ton Interview Philipp AMTHOR (MdB, CDU) und Katharina STOLLA (Bündnis 90 / Die Grünen, Vors Grüne Jugend) ",Ton Interview Philipp AMTHOR,"MdB, CDU",Katharina STOLLA,"Bündnis 90 / Die Grünen, Vors Grüne Jugend",,,,,,,,,,,,,,,,,,,,,,
 Markus Lanz 18.04.2024,1933,17,45,18.04.2024,075'54,23:16:38 - 00:32:32," 23:16:38 - 00:32:32 075'54 O-Ton Interview Markus LANZ mit den Studiogästen Herbert REUL (Innenminister Nordrhein-Westfalen, CDU), Eva QUADBECK (Chefredakteurin ""RedaktionsNetzwerk Deutschland""), Eren GÜVERCIN (Autor) und Souad LAMROUBAL (Autorin, Beamtin einer Ausländerbehörde) ",Herbert REUL,"Innenminister Nordrhein-Westfalen, CDU",Eva QUADBECK,"Chefredakteurin ""RedaktionsNetzwerk Deutschland""",Eren GÜVERCIN,Autor,Souad LAMROUBAL,"Autorin, Beamtin einer Ausländerbehörde",,,,,,,,,,,,,,,,,,
 Markus Lanz 23.04.2024,1934,17,46,23.04.2024,076'34,22:46:48 - 00:03:22," 22:46:48 - 00:03:22 076'34 O-Ton Interview Markus LANZ mit den Studiogästen BMBAU Klara GEYWITZ (SPD), Boris PALMER (OB Tübingen), Kerstin MÜNSTERMANN (Journalistin, ""Rheinische Post"") und Rieke HAVERTZ (Journalistin, ""Zeit Online"") ",Klara GEYWITZ,SPD,Boris PALMER,OB Tübingen,Kerstin MÜNSTERMANN,"Journalistin, ""Rheinische Post""",Rieke HAVERTZ,"Journalistin, ""Zeit Online""",,,,,,,,,,,,,,,,,,
 Markus Lanz 24.04.2024,1935,17,47,24.04.2024,075'30,23:14:39 - 00:30:09," 23:14:39 - 00:30:09 075'30 O-Ton Interview Markus LANZ mit den Studiogästen Johannes VOGEL (stellv Bundesvors FDP), Mark SCHIERITZ (Journalist, ""Zeit""), Wolf WIEDEMANN-SCHMIDT (Journalist, ""Spiegel"") und Carla REEMTSMA (Sprecherin ""Fridays for Future"") ",Johannes VOGEL,stellv Bundesvors FDP,Mark SCHIERITZ,"Journalist, ""Zeit""",Wolf WIEDEMANN-SCHMIDT,"Journalist, ""Spiegel""",Carla REEMTSMA,"Sprecherin ""Fridays for Future""",,,,,,,,,,,,,,,,,,
 Markus Lanz 25.04.2024,1936,17,48,25.04.2024,075'45,23:17:33 - 00:33:18," 23:17:33 - 00:33:18 075'45 O-Ton Interview Markus LANZ mit den Studiogästen Jens SPAHN (CDU), Anna LEHMANN (Journalistin, ""taz""), Mandy MANGLER (Gynäkologin) und Marcel FRATZSCHER (Ökonom, Präs Deutsches Instituts für Wirtschaftsforschung (DIW)) ",Jens SPAHN,CDU,Anna LEHMANN,"Journalistin, ""taz""",Mandy MANGLER,Gynäkologin,Marcel FRATZSCHER,DIW,Präs Deutsches I,DIW,,,,,,,,,,,,,,,,
 Markus Lanz 30.04.2024,1937,17,49,30.04.2024,078'49,22:43:53 - 00:02:42," 22:43:53 - 00:02:42 078'49 O-Ton Interview Markus LANZ mit den Studiogästen BMWK Robert HABECK (Bündnis 90 / Die Grünen), Michael BRÖCKER (Journalist, ""Table.Media""), Marie-Christine OSTERMANN (Unternehmerin) ",Robert HABECK,Bündnis 90 / Die Grünen,Michael BRÖCKER,"Journalist, ""Table.Media""",Christine OSTERMANN,Unternehmerin,,,,,,,,,,,,,,,,,,,,
 Markus Lanz 01.05.2024,1938,17,50,01.05.2024,060'38,23:46:40 - 00:47:18," 23:46:40 - 00:47:18 060'38 O-Ton Interview Linda TEUTEBERG (MdB, FDP), Veit MEDICK (Journalist, ""Stern"") und Gerhard SCHICK (Volkswirt, Mitbegründer Bürgerbewegung ""Finanzwende eV"") ",Ton Interview Linda TEUTEBERG,"MdB, FDP",Veit MEDICK,"Journalist, ""Stern""",Gerhard SCHICK,"Volkswirt, Mitbegründer Bürgerbewegung ""Finanzwende eV""",,,,,,,,,,,,,,,,,,,,
 Markus Lanz 02.05.2024,1939,17,51,02.05.2024,076'18,23:18:39 - 00:34:57," 23:18:39 - 00:34:57 076'18 O-Ton Interview Markus LANZ mit den Studiogästen Ralf STEGNER (MdB, SPD), Sabine ADLER (Journalistin, ""Deutschlandfunk""), Hamed ABDEL-SAMAD (Politologe) und Leonid WOLKOW (Bürgerrechtler, Vertrauter von Alexej Nawalny) ",Ralf STEGNER,"MdB, SPD",Sabine ADLER,"Journalistin, ""Deutschlandfunk""",Hamed ABDEL-SAMAD,Politologe,Leonid WOLKOW,"Bürgerrechtler, Vertrauter von Alexej Nawalny",,,,,,,,,,,,,,,,,,
 Markus Lanz 07.05.2024,1940,17,52,07.05.2024,076'55,23:05:56 - 00:22:51," 23:05:56 - 00:22:51 076'55 O-Ton Interview Markus LANZ mit den Studiogästen Rüdiger LUCASSEN (AfD), Antonie RIETZSCHEL (Journalistin, ""Leipziger Volkszeitung""), Herfried MÜNKLER (Politologe) und Carlo MASALA (Militärexperte, Universität der Bundeswehr München) ",Rüdiger LUCASSEN,AfD,Antonie RIETZSCHEL,"Journalistin, ""Leipziger Volkszeitung""",Herfried MÜNKLER,Politologe,Carlo MASALA,"Militärexperte, Universität der Bundeswehr München",,,,,,,,,,,,,,,,,,
 Markus Lanz 08.05.2024,1941,17,53,08.05.2024,044'55,00:07:57 - 00:52:52," 00:07:57 - 00:52:52 044'55 O-Ton Interview Markus LANZ mit den Studiogästen Andy GROTE (Innensenator Hamburg, SPD), Eva QUADBECK (Journalistin, ""RedaktionsNetzwerk Deutschland"") und Jan-Henrik GRUSZECKI (BVB-Mitarbeiter) ",Andy GROTE,"Innensenator Hamburg, SPD",Eva QUADBECK,"Journalistin, ""RedaktionsNetzwerk Deutschland""",Henrik GRUSZECKI,BVB-Mitarbeiter,,,,,,,,,,,,,,,,,,,,
 Markus Lanz 09.05.2024,1942,17,54,09.05.2024,076'20,22:59:37 - 00:15:57," 22:59:37 - 00:15:57 076'20 O-Ton Interview Markus LANZ mit den Studiogästen Stephan WEIL (MPr Niedersachsen, SPD), Veronika GRIMM (Ökonomin, Wirtschaftsweise), Bernd SIGGELKOW (Pastor, Gründer ""Arche"") und Ursula WEIDENFELD (Journalistin) ",Stephan WEIL,"MPr Niedersachsen, SPD",Veronika GRIMM,"Ökonomin, Wirtschaftsweise",Bernd SIGGELKOW,"Pastor, Gründer ""Arche""",Ursula WEIDENFELD,Journalistin,,,,,,,,,,,,,,,,,,
 Markus Lanz 14.05.2024,1943,17,55,14.05.2024,074'59,22:47:00 - 00:01:59," 22:47:00 - 00:01:59 074'59 O-Ton Interview Markus LANZ mit den Studiogästen Christian DÜRR (Fraktionsvors FDP), Kristina DUNZ (Journalistin, ""RedaktionsNetzwerk Deutschland""), Daniel THYM (Migrationsforscher) und Ulf RßRÖLLER (Leiter ZDF-Studio Brüssel) ",Christian DÜRR,Fraktionsvors FDP,Kristina DUNZ,"Journalistin, ""RedaktionsNetzwerk Deutschland""",Daniel THYM,Migrationsforscher,Ulf RßRÖLLER,Leiter ZDF-Studio Brüssel,,,,,,,,,,,,,,,,,,
 Markus Lanz 15.05.2024,1944,17,56,15.05.2024,065'42,23:40:43 - 00:46:25," 23:40:43 - 00:46:25 065'42 O-Ton Interview Markus LANZ mit den Studiogästen BMG Karl LAUTERBACH (SPD), Antje HÖNING (Journalistin) und Michael BAUMANN (Onkologe, Leiter Deutsches Krebsforschungszentrum) ",Karl LAUTERBACH,SPD,Antje HÖNING,Journalistin,Michael BAUMANN,"Onkologe, Leiter Deutsches Krebsforschungszentrum",,,,,,,,,,,,,,,,,,,,
 Markus Lanz 16.05.2024,1945,17,57,16.05.2024,074'53,23:19:53 - 00:34:46," 23:19:53 - 00:34:46 074'53 O-Ton Interview Markus LANZ mit den Studiogästen BMUV Steffi LEMKE (Bündnis 90 / Die Grünen), Ulrike WINKELMANN (Journalistin, ""taz""), Joe CHIALO (Kultursenator Berlin, CDU) und Philipp Peyman ENGEL (Chefredakteur ""Jüdischen Allgemeine"") ",Steffi LEMKE,Bündnis 90 / Die Grünen,Ulrike WINKELMANN,"Journalistin, ""taz""",Joe CHIALO,"Kultursenator Berlin, CDU",Philipp Peyman ENGEL,"Chefredakteur ""Jüdischen Allgemeine""",,,,,,,,,,,,,,,,,,
 Markus Lanz 21.05.2024,1946,17,58,21.05.2024,075'16,23:15:55 - 00:31:11," 23:15:55 - 00:31:11 075'16 O-Ton Interview Markus LANZ mit den Studiogästen Richard ARNOLD (OB Schwäbisch Gmünd, CDU), Dagmar SCHULZ (Landrätin Lüchow-Dannenberg), Oliver SCHMIDT-GUTZAT (Bgm Heide, SPD) und Wiebke SAHIN-SCHWARZWELLER (Bgm Zossen, FDP) ",Richard ARNOLD,"OB Schwäbisch Gmünd, CDU",Dagmar SCHULZ,Landrätin Lüchow-Dannenberg,Oliver SCHMIDT-GUTZAT,"Bgm Heide, SPD",Wiebke SAHIN-SCHWARZWELLER,"Bgm Zossen, FDP",,,,,,,,,,,,,,,,,,
 Markus Lanz 22.05.2024,1947,17,59,22.05.2024,075'58,23:15:32 - 00:31:30," 23:15:32 - 00:31:30 075'58 O-Ton Interview Markus LANZ mit den Studiogästen Franziska BRANDMANN (Vors Junge Liberale), Svenja APPUHN (Vors Grüne Jugend), Johannes WINKEL (Vors Junge Union) und Philipp TÜRMER (Vors Jusos) ",Franziska BRANDMANN,Vors Junge Liberale,Svenja APPUHN,Vors Grüne Jugend,Johannes WINKEL,Vors Junge Union,Philipp TÜRMER,Vors Jusos,,,,,,,,,,,,,,,,,,
 Markus Lanz 23.05.2024,1948,17,60,23.05.2024,076'17,22:59:29 - 00:15:46," 22:59:29 - 00:15:46 076'17 O-Ton Interview Markus LANZ mit den Studiogästen Franz MÜNTEFERING (ehem Vors SPD) und Gerhart BAUM (ehem Bundesinnenminister, FDP) ",Franz MÜNTEFERING,ehem Vors SPD,Gerhart BAUM,"ehem Bundesinnenminister, FDP",,,,,,,,,,,,,,,,,,,,,,
 Markus Lanz 28.05.2024,1949,17,61,28.05.2024,076'23,23:16:07 - 00:32:30," 23:16:07 - 00:32:30 076'23 O-Ton Interview Markus LANZ mit den Studiogästen Martin HUBER (GenSekr CSU), Melanie AMANN (Journalistin, ""Spiegel""), Gilda SAHEBI (Autorin) und Kai AMBOS (Rechtswissenschaftler, Universität Göttingen) ",Martin HUBER,GenSekr CSU,Melanie AMANN,"Journalistin, ""Spiegel""",Gilda SAHEBI,Autorin,Kai AMBOS,"Rechtswissenschaftler, Universität Göttingen",,,,,,,,,,,,,,,,,,
 Markus Lanz 29.05.2024,1950,17,62,29.05.2024,076'03,23:16:45 - 00:32:48," 23:16:45 - 00:32:48 076'03 O-Ton Interview Markus LANZ mit den Studiogästen Kevin KÜHNERT (GenSekr SPD), Kerstin MÜNSTERMANN (Journalistin, ""Rheinische Post""), Yvonne MOSLER (Kommunalpolitikerin Dresden, Bündnis 90 / Die Grünen) und Elmar THEVEßEN (Leiter ZDF-Studio Washington, Zuschaltung ",Kevin KÜHNERT,GenSekr SPD,Kerstin MÜNSTERMANN,"Journalistin, ""Rheinische Post""",Yvonne MOSLER,"Kommunalpolitikerin Dresden, Bündnis 90 / Die Grünen",,,,,,,,,,,,,,,,,,,,
 Markus Lanz 30.05.2024,1951,17,63,30.05.2024,076'00,23:18:29 - 00:34:29," 23:18:29 - 00:34:29 076'00 O-Ton Interview Markus LANZ mit den Studiogästen Khola Maryam HÜBSCH (Journalistin, Publizistin), Ahmad MANSOUR (Islamismusexperte, Extremismusforscher), Murat KAYMAN (Jurist, ehem Mitglied DITIB) und Mouhanad KHORCHIDE (Theologe, Islamwissenschaftler, Professor für Islamische Religionspädagogik Universität Münster) ",Khola Maryam HÜBSCH,"Journalistin, Publizistin",Ahmad MANSOUR,"Islamismusexperte, Extremismusforscher",Murat KAYMAN,"Jurist, ehem Mitglied DITIB",Mouhanad KHORCHIDE,"Theologe, Islamwissenschaftler, Professor für Islamische Religionspädagogik Universität Münster",,,,,,,,,,,,,,,,,,
 Markus Lanz 04.06.2024,1952,17,64,04.06.2024,075'48,22:48:14 - 00:04:02," 22:48:14 - 00:04:02 075'48 O-Ton Interview Markus LANZ mit den Studiogästen Thorsten FREI (Parl GeschF CDU/CSU-Fraktion), Ahmad MANSOUR (Islamismusexperte, Extremismusforscher), Anna LEHMANN (Journalistin, ""taz""), Gerald KNAUS (Migrationsforscher) und Ulf RÖLLER (Leiter ZDF-Studio Brüssel, Zuschaltung ",Thorsten FREI,Parl GeschF CDU/CSU-Fraktion,Ahmad MANSOUR,"Islamismusexperte, Extremismusforscher",Anna LEHMANN,"Journalistin, ""taz""",Gerald KNAUS,Migrationsforscher,,,,,,,,,,,,,,,,,,
 Markus Lanz 05.06.2024,1953,17,65,05.06.2024,076'29,23:17:20 - 00:33:49," 23:17:20 - 00:33:49 076'29 O-Ton Interview Markus LANZ mit den Studiogästen Roderich KIESEWETTER (MdB, CDU), Paul RONZHEIMER (Journalist, ""Bild""), Daniela SCHWARZER (Politikwissenschaftlerin, Bertelsmann Stiftung), Thomas WALDE (Leiter ZDF-Studio Paris, Zuschaltung ",Roderich KIESEWETTER,"MdB, CDU",Paul RONZHEIMER,"Journalist, ""Bild""",Daniela SCHWARZER,"Politikwissenschaftlerin, Bertelsmann Stiftung",,,,,,,,,,,,,,,,,,,,
 Markus Lanz 06.06.2024,1954,17,66,06.06.2024,076'23,23:23:59 - 00:40:22," 23:23:59 - 00:40:22 076'23 O-Ton Interview Markus LANZ mit den Studiogästen Omid NOURIPOUR (Vors Bündnis 90 / Die Grünen), Helene BUBROWSKI (Journalistin, ""TableMedia""), Ulf RÖLLER (Leiter ZDF-Studio Brüssel) und Britta HILPERT (Leiterin ZDF-Studio Wien) ",Omid NOURIPOUR,Vors Bündnis 90 / Die Grünen,Helene BUBROWSKI,"Journalistin, ""TableMedia""",Ulf RÖLLER,Leiter ZDF-Studio Brüssel,Britta HILPERT,Leiterin ZDF-Studio Wien,,,,,,,,,,,,,,,,,,
 Markus Lanz 11.06.2024,1955,17,67,11.06.2024,074'59,23:03:37 - 00:18:36," 23:03:37 - 00:18:36 074'59 O-Ton Interview Markus LANZ mit den Studiogästen Anton HOFREITER (MdB, Bündnis 90 / Die Grünen, Vorsitzender Europaausschuss im Bundestag), Eva QUADBECK (Chefredakteurin ""RedaktionsNetzwerk Deutschland""), Martin MACHOWECZ (Journalist, ""Zeit""), Thomas WALDE (Leiter ZDF-Studio Paris, Zuschaltung ",Anton HOFREITER,"MdB, Bündnis 90 / Die Grünen, Vorsitzender Europaausschuss im Bundestag",Eva QUADBECK,"Chefredakteurin ""RedaktionsNetzwerk Deutschland""",Martin MACHOWECZ,"Journalist, ""Zeit""",,,,,,,,,,,,,,,,,,,,
 Markus Lanz 12.06.2024,1956,17,68,12.06.2024,077'27,23:35:22 - 00:52:49," 23:35:22 - 00:52:49 077'27 O-Ton Interview Markus LANZ mit den Studiogästen Manfred WEBER (Vors EVP, MdEP), Ulrike HERRMANN (Journalistin, ""taz""), Herfried MÜNKLER (Politologe) und Ulf RÖLLER (Leiter ZDF-Studio Brüssel, Zuschaltung ",Manfred WEBER,"Vors EVP, MdEP",Ulrike HERRMANN,"Journalistin, ""taz""",Herfried MÜNKLER,Politologe,,,,,,,,,,,,,,,,,,,,
 Markus Lanz 13.06.2024,1957,17,69,13.06.2024,076'54,23:20:04 - 00:36:58," 23:20:04 - 00:36:58 076'54 O-Ton Interview Markus LANZ mit den Studiogästen Saskia ESKEN (Vors SPD), Michael BRÖCKER (Journalist, ""TableMedia""), Rüdiger VON FRITSCH (ehem Botschafter in Moskau), Simon SCHNETZER (Jugendforscher) und Britta HILPERT (Leiterin ZDF-Studio Wien, Zuschaltung ",Saskia ESKEN,Vors SPD,Michael BRÖCKER,"Journalist, ""TableMedia""",Rüdiger VON,ehem Botschafter in Moskau,Simon SCHNETZER,Jugendforscher,,,,,,,,,,,,,,,,,,
 Markus Lanz 18.06.2024,1958,17,70,18.06.2024,064'04,23:44:08 - 00:48:12," 23:44:08 - 00:48:12 064'04 O-Ton Interview Markus LANZ mit den Studiogästen Hans USZKOREIT (Informatiker), Sascha LOBO (Blogger), Silke MÜLLER (Schulleiterin, Digitalbotschafterin Niedersachsen) und Florian FABRICIUS (Schüler, ehem Generalsekretär der Bundesschülerkonferenz) ",Hans USZKOREIT,Informatiker,Sascha LOBO,Blogger,Silke MÜLLER,"Schulleiterin, Digitalbotschafterin Niedersachsen",Florian FABRICIUS,"Schüler, ehem Generalsekretär der Bundesschülerkonferenz",,,,,,,,,,,,,,,,,,
 Markus Lanz 19.06.2024,1959,17,71,19.06.2024,062'26,23:41:39 - 00:44:05," 23:41:39 - 00:44:05 062'26 O-Ton Interview Markus LANZ mit den Studiogästen Markus SÖDER (MPr Bayern, CSU), Marcel REIF (Journalist), Lena CASSEL (Journalistin, Moderatorin) und Dietmar HAMANN (ehem Fußballer) ",Markus SÖDER,"MPr Bayern, CSU",Marcel REIF,Journalist,Lena CASSEL,"Journalistin, Moderatorin",Dietmar HAMANN,ehem Fußballer,,,,,,,,,,,,,,,,,,
 Markus Lanz 20.06.2024,1960,17,72,20.06.2024,060'48,23:45:24 - 00:46:12," 23:45:24 - 00:46:12 060'48 O-Ton Interview Markus LANZ mit den Studiogästen Herbert REUL (Innenminister Nordrhein-Westfalen, CDU), Thomas HITZLSPERGER (ehem Fußballer), Katja KRAUS (ehem Fußballerin) und Philipp KÖSTER (Journalist, ""11Freunde"") ",Herbert REUL,"Innenminister Nordrhein-Westfalen, CDU",Thomas HITZLSPERGER,ehem Fußballer,Katja KRAUS,ehem Fußballerin,Philipp KÖSTER,"Journalist, ""11Freunde""",,,,,,,,,,,,,,,,,,
 Markus Lanz 25.06.2024,1961,17,73,25.06.2024,062'03,23:46:58 - 00:49:01," 23:46:58 - 00:49:01 062'03 O-Ton Interview Markus LANZ mit den Studiogästen Serap GÜLER (Politikerin, CDU), Ewald LIENEN (ehem Fußballer und Trainer), Anna KRAFT (Sportmoderatorin) und Hajo SCHUMACHER (Journalist, Funke-Mediengruppe) ",Serap GÜLER,"Politikerin, CDU",Ewald LIENEN,ehem Fußballer und Trainer,Anna KRAFT,Sportmoderatorin,Hajo SCHUMACHER,"Journalist, Funke-Mediengruppe",,,,,,,,,,,,,,,,,,
 Markus Lanz 26.06.2024,1962,17,74,26.06.2024,063'35,23:43:42 - 00:47:17," 23:43:42 - 00:47:17 063'35 O-Ton Interview Markus LANZ mit den Studiogästen Marie-Agnes STRACK-ZIMMERMANN (Politikerin, FDP), Fredi BOBIC (ehem Fußballer), Kerstin MÜNSTERMANN (Journalistin, ""Rheinische Post"") und Lucas VOGELSANG (Journalist, Autor) ",Agnes STRACK-ZIMMERMANN,"Politikerin, FDP",Fredi BOBIC,ehem Fußballer,Kerstin MÜNSTERMANN,"Journalistin, ""Rheinische Post""",Lucas VOGELSANG,"Journalist, Autor",,,,,,,,,,,,,,,,,,
 Markus Lanz 27.06.2024,1963,17,75,27.06.2024,075'48,23:17:00 - 00:32:48," 23:17:00 - 00:32:48 075'48 O-Ton Interview Markus LANZ mit den Studiogästen Sahra WAGENKNECHT (Politikerin, BSW), Raj KOLLMORGEN (Soziologe), Kristina DUNZ (Journalistin, ""RND"") und Jacob ROSS (Politologe) ",Sahra WAGENKNECHT,"Politikerin, BSW",Raj KOLLMORGEN,Soziologe,Kristina DUNZ,"Journalistin, ""RND""",Jacob ROSS,Politologe,,,,,,,,,,,,,,,,,,
 Markus Lanz 02.07.2024,1964,17,76,02.07.2024,063'06,23:43:56 - 00:47:02," 23:43:56 - 00:47:02 063'06 O-Ton Interview Markus LANZ mit den Studiogästen Kevin KÜHNERT (Politiker, GenSekr SPD), Simon ROLFES (ehem Fußballer, Sportchef Bayer 04 Leverkusen), Robin ALEXANDER (Journalist, ""Die Welt"") und Friederike KROMP (ZDF-Fußball-Expertin, Trainerin) ",Kevin KÜHNERT,"Politiker, GenSekr SPD",Simon ROLFES,"ehem Fußballer, Sportchef Bayer 04 Leverkusen",Robin ALEXANDER,"Journalist, ""Die Welt""",Friederike KROMP,"ZDF-Fußball-Expertin, Trainerin",,,,,,,,,,,,,,,,,,
 Markus Lanz 03.07.2024,1965,17,77,03.07.2024,077'33,23:14:21 - 00:31:54," 23:14:21 - 00:31:54 077'33 O-Ton Interview Markus LANZ mit den Studiogästen Bodo RAMELOW (MPr Thüringen, Die Linke), Jan HOLLITZER (Journalist, ""Thüringer Allgemeine""), Eva UMLAUF (Shoah-Überlebende) und Elmar THEVEßEN (Leiter ZDF-Studio Washington, Zuschaltung ",Bodo RAMELOW,"MPr Thüringen, Die Linke",Jan HOLLITZER,"Journalist, ""Thüringer Allgemeine""",Eva UMLAUF,Shoah-Überlebende,,,,,,,,,,,,,,,,,,,,
 Markus Lanz 04.07.2024,1966,17,78,04.07.2024,077'34,23:17:44 - 00:35:18," 23:17:44 - 00:35:18 077'34 O-Ton Interview Markus LANZ mit den Studiogästen Deborah FELDMAN (Schriftstellerin), Adriana ALTARAS (Schauspielerin), Michael WOLFFSOHN (Historiker) und Michael FÜRST (Jurist, Präs Landesverband der Jüdischen Gemeinden in Niedersachsen) ",Deborah FELDMAN,Schriftstellerin,Adriana ALTARAS,Schauspielerin,Michael WOLFFSOHN,Historiker,Michael FÜRST,"Jurist, Präs Landesverband der Jüdischen Gemeinden in Niedersachsen",,,,,,,,,,,,,,,,,,
 Markus Lanz 09.07.2024,1967,17,79,09.07.2024,062'28,23:32:36 - 00:35:04," 23:32:36 - 00:35:04 062'28 O-Ton Interview Markus LANZ mit den Studiogästen Ralf STEGNER (Politiker, SPD), Julia LÖHR (Journalistin, ""FAZ""), Reinhold BECKMANN (Journalist) und Knut KIRCHER (ehem FIFA-Schiedsrichter) ",Ralf STEGNER,"Politiker, SPD",Julia LÖHR,"Journalistin, ""FAZ""",Reinhold BECKMANN,Journalist,Knut KIRCHER,ehem FIFA-Schiedsrichter,,,,,,,,,,,,,,,,,,
 Markus Lanz 10.07.2024,1968,17,80,10.07.2024,059'34,23:45:25 - 00:44:59," 23:45:25 - 00:44:59 059'34 O-Ton Interview Markus LANZ mit den Studiogästen Christian DÜRR (Fraktionsvors FDP), Eva QUADBECK (Journalistin, Chefredakteurin ""Redaktionsnetzwerk Deutschland"" (RND)), Lars BÖKENKRÖGER (Bgm Bad Oeynhausen, CDU) und Thomas WALDE (Leiter ZDF-Studio Paris, Zuschaltung ",Christian DÜRR,Fraktionsvors FDP,Eva QUADBECK,RND,Redaktionsnetzwerk D,RND,Lars BÖKENKRÖGER,"Bgm Bad Oeynhausen, CDU",,,,,,,,,,,,,,,,,,
 Markus Lanz 11.07.2024,1969,17,81,11.07.2024,074'52,23:16:44 - 00:31:36," 23:16:44 - 00:31:36 074'52 O-Ton Interview Markus LANZ mit den Studiogästen Michael ROTH (Vors Auswärtiger Ausschuss des Bundestags, SPD), Marie-Janine CALIC (Historikerin, Professorin für Osteuropäische und Südosteuropäische Geschichte, Ludwig-Maximilians-Universität München (LMU)), Rüdiger VON FRITSCH (ehem deutscher Botschafter in Moskau) und Rolf NIKEL (ehem deutscher Botschafter in Warschau) ",Michael ROTH,"Vors Auswärtiger Ausschuss des Bundestags, SPD",Janine CALIC,LMU,Südosteuropäische G,LMU,Universität M,LMU,Rüdiger VON,ehem deutscher Botschafter in Moskau,Rolf NIKEL,ehem deutscher Botschafter in Warschau,,,,,,,,,,,,,,
 Markus Lanz 16.07.2024,1970,17,82,16.07.2024,075'10,23:00:55 - 00:16:05," 23:00:55 - 00:16:05 075'10 O-Ton Interview Markus LANZ mit den Studiogästen Elmar THEVEßEN (Leiter ZDF-Studio Washington, Zuschaltung ",,,,,,,,,,,,,,,,,,,,,,,,,,
 Markus Lanz 17.07.2024,1971,17,83,17.07.2024,075'47,23:15:22 - 00:31:09," 23:15:22 - 00:31:09 075'47 O-Ton Interview Markus LANZ mit den Studiogästen Elmar THEVEßEN (Leiter ZDF-Studio Washington, Zuschaltung ",,,,,,,,,,,,,,,,,,,,,,,,,,
 Markus Lanz 18.07.2024,1972,17,84,18.07.2024,075'14,23:17:25 - 00:32:39," 23:17:25 - 00:32:39 075'14 O-Ton Interview Markus LANZ mit den Studiogästen Elmar THEVEßEN (Leiter ZDF-Studio Washington, Zuschaltung ",,,,,,,,,,,,,,,,,,,,,,,,,,
 Markus Lanz 23.07.2024,1973,17,85,23.07.2024,075'52,23:15:35 - 00:31:27, 23:15:35 - 00:31:27 075'52 O-Ton Interview Markus LANZ mit Studiogast Joachim GAUCK (ehem BPr) ,Joachim GAUCK,ehem BPr,,,,,,,,,,,,,,,,,,,,,,,,
