ID,Datum,Talkshow,Inhalt
maischberger-ard_470-spezial-zum-tode-von-helmut-schmidt-784766,2015-11-10,maischberger,"Der ehemalige Bundeskanzler Helmut Schmidt ist im Alter von 96 Jahren in seiner Heimatstadt Hamburg gestorben. Der SPD-Politiker war von 1974 bis 1982 Regierungschef. Er galt vielen als größtes deutsches Vorbild: Jahrgang 1918, Ex-Bundeskanzler, einflussreicher Publizist. „Menschen bei Maischberger“ widmet Helmut Schmidt eine Sondersendung, die seine wichtigsten und berührendsten Auftritte bei Sandra Maischberger zusammenfasst. (Text:3sat)"
anne-will_348-bundespraesident-steinmeier-der-richtige-mann-in-rauen-zeiten-1049966,2017-02-12,Anne Will,"Gäste: Hannelore Kraft (SPD, Ministerpräsidentin Nordrhein-Westfalen), Andreas Scheuer (CSU, Generalsekretär), Gregor Gysi (Die Linke, Bundestagsabgeordneter), Shermin Langhoff (Intendantin des Maxim Gorki Theaters Berlin, nimmt am Sonntag an der Bundespräsidenten-Wahl teil), Ulf Poschardt (Chefredakteur von WeltN24) Frank-Walter Steinmeier gilt als beliebtester Politiker Deutschlands. Nun soll er die Nachfolge von Joachim Gauck antreten und am Sonntag zum neuen Bundespräsidenten gewählt werden. Doch ist er der richtige Bundespräsident in rauen Zeiten? Und welche Akzente kann und muss Steinmeier setzen? (Text:ARD)"
markus-lanz_901-folge-901-980440,2016-08-25,Markus Lanz,"Natascha Kampusch, Autorin Vor zehn Jahren gelang ihr die Flucht vor ihrem Entführer. In der Sendung spricht Kampusch über ihr Leben, sagt, wie es ihr heute geht und erzählt von dem Verhältnis zu ihrer Mutter. Brigitta Sirny, Mutter von Natascha Kampusch Über acht Jahre hat sie ihr Kind vermisst und war sich immer sicher, dass Natascha lebt. In der Sendung erzählt Sirny, wie sich Mutter und Tochter neu annähern mussten. Rudi Cerne, Moderator Zweimal nahm er als Sportler an den Olympischen Spielen teil. Seit 1992 berichtet Cerne von Olympia. In der Sendung spricht er über seine persönlichen Highlights aus Rio. Sebastian Brendel, Doppelolympiasieger Er gewann in Rio zweimal Gold im Kanadier. In der Sendung erinnert sich Sebastian Brendel an seine Rennen und spricht über seine sportliche Zukunft. Cigdem Akyol, Journalistin und Autorin Für ihr Buch „Erdogan – die Biografie“ hat sie sich intensiv mit dem türkischen Präsidenten beschäftigt. Akyol erzählt, was ihn antreibt und spricht über die Situation in der Türkei. (Text:ZDF)"
markus-lanz_1036-folge-1036-1123131,2017-09-13,Markus Lanz,"Markus Feldenkirchen, Journalist Er verfolgt intensiv die Schlussphase des Bundestagswahlkampfes. Der Spiegel-Journalist äußert sich zur Schulz-Forderung nach einem zweiten TV-Duell und sagt, ob die SPD noch eine Chance hat. Waldemar Hartmann, Moderator In der Sendung spricht Hartmann über die Transfersummen im Profifußball und erklärt, warum er sich selbst als „Politik-Junkie“ bezeichnet. Thomas Strunz, Ex-Fußballprofi Der ehemalige Nationalspieler arbeitet heute als Spielerberater. Strunz äußert sich zu aktuellen Transfersummen und sagt, warum Spieler sich nicht in die Vereinspolitik einmischen sollten. Emma Smirnowa über den Tod ihres Mannes Vor 35 Jahren wurde der Fechter Wladimir Smirnow bei einem WM-Kampf tödlich verletzt. In der Sendung sagt seine Witwe, wie sie vom Tod ihres Mannes erfahren hat und damit heute umgeht. Matthias Behr, Ex-Florettfechter Er verletzte Wladimir Smirnow 1982 tödlich und sagt: „Mit dem Fechten aufzuhören war alternativlos“. Behr erinnert sich an den Kampf und spricht über den Kontakt zu Emma Smirnowa. (Text:ZDF)"
maischberger-ard_520-tuerken-in-deutschland-immer-noch-buerger-2-klasse-1075537,2017-04-26,maischberger,"Der Integrationsstreit ist wieder voll entbrannt: Mehrheitlich haben die hier lebenden türkischen Wähler für Erdogans Verfassungsreform gestimmt. Lehnen sie tatsächlich Werte wie Meinungsfreiheit oder Gleichberechtigung ab, wenn sie einen Alleinherrscher unterstützen? Fremdeln sie so stark mit ihrer Wahlheimat Deutschland? Sollten Türken mit Doppelpass den deutschen Ausweis zurückgeben, wie manche Politiker jetzt fordern? Oder ist die Mehrheitsgesellschaft mitverantwortlich dafür, dass viele türkische Mitbürger sich weiterhin benachteiligt und ausgegrenzt fühlen? Die Gäste: Julia Klöckner (CDU, stellvertretende Bundesvorsitzende) Bilkay Öney (SPD-Politikerin) Tayfun Bademsoy (Schauspieler) Susanne Schröter (Wissenschaftlerin) Ozan Ceyhun (AKP, Deutsch-türkischer Regierungsberater) Julia Klöckner Die CDU-Landeschefin von Rheinland-Pfalz unterstützt die Forderung nach einer kritischen Überprüfung des Doppelpasses, auch als Konsequenz aus dem türkischen Referendum. „Wir erleben jetzt Menschen, die von unserem freien, offenen Land profitieren, aber dem Regimeumbau in der Türkei zujubeln“, beklagt die stellvertretende CDU-Parteivorsitzende. „Eine geteilte Loyalität ist immer schwierig“, analysiert Julia Klöckner. Niemand solle glauben, dass mit der doppelten Staatsbürgerschaft Integration schneller gelinge. Bilkay Öney Die ehemalige baden-württembergische Integrationsministerin kritisiert, dass nach dem Türkeireferendum reflexartig die Integration und der Doppelpass in Frage gestellt werden. „Die Zahl der gut integrierten Türken ist hoch. Es gibt viele türkischstämmige Politiker, Lehrer, Ärzte und Unternehmer. Der Pass ist nicht das Problem, sondern die Gesinnung.“ Für die hohe Identifikation mit der Türkei macht die SPD-Politikerin unter anderem auch die Deutschen verantwortlich. „Der Alltagsrassismus ist das Problem. Den Türken wird nicht das Gefühl gegeben dazuzugehören.“ Tayfun Bademsoy „Die Deutschen begreifen nicht, warum die ehemaligen Gastarbeiter jetzt Erdogan wählen“, sagt der Schauspieler („Tatort“, „Traumschiff“). Dabei sei es nur eine Gegenreaktion auf die jahrzehntelange Diskriminierung der Türken in Deutschland, glaubt der studierte Psychologe. „Beleidigungen wie Kanake, Kümmeltürke und Kameltreiber waren normal und haben auch die Saat gelegt für die heutige Ablehnung von Deutschland“, erklärt Tayfun Bademsoy, der 1969 mit seinen Eltern aus der Türkei eingewandert war. Aber auch viele Türken trügen Schuld an der missglückten Integration, weil sie sich der deutschen Gesellschaft verweigert hätten. Susanne Schröter „Der türkische Präsident Erdogan versucht zu verhindern, dass sich die Deutsch-Türken allzu sehr integrieren“, sagt die Direktorin des „Forschungszentrums Globaler Islam“ an der Frankfurter Goethe-Universität. Er betone immer wieder, dass sie in Deutschland normale Bürger werden könnten und seines Schutzes bedürften, berichtet Susanne Schröter. Denn Erdogan brauche die Deutsch-Türken, so die Islamwissenschaftlerin: „Sie sind Manövriermasse für seine Ideen eines neuen osmanischen Reiches.“ Ozan Ceyhun Sind die türkischen Wähler aus Deutschland, die für Erdogans Reform gestimmt haben, schlecht integriert? Der frühere Europaabgeordnete (Grüne und SPD) nimmt seine hier lebenden Landsleute vor Kritik in Schutz: „Wenn die Türken wirklich integriert werden sollen, dann sollte man sie längst als Einheimische sehen. Warum haben sie zum Beispiel bis heute kein kommunales Wahlrecht, selbst wenn sie seit vielen Jahren hier sesshaft sind?“ Ozan Ceyhun berät die Erdogan-Regierung und begleitete im März den türkischen Außenminister auf seiner Wahlkampfreise nach Hamburg. (Text:ARD)"
markus-lanz_884-folge-884-923590,2016-06-21,Markus Lanz,"Claudia Neumann, Sportreporterin Seit 25 Jahren arbeitet sie als Sportjournalistin. Bei der Europameisterschaft kommentierte Neumann bereits zwei Spiele. Sie gibt ihre Einschätzung zur deutschen Nationalmannschaft. Simon Rolfes, Ex-Fußballprofi 26 Mal war er für die Nationalmannschaft im Einsatz. 2015 beendete Rolfes seine Karriere. Er erinnert sich an seine Zeit als Spieler und spricht über seine neue Aufgabe als Fußball-Experte. Horst Köppel, Ex-Fußballprofi 1972 wurde Köppel Europameister. In der Sendung gibt der 68-Jährige seine Einschätzung zum Spiel Deutschland gegen Nordirland und sagt, was die deutsche Mannschaft nun noch verbessern muss. Fritz von Thurn und Taxis, Journalist Die Leidenschaft für den Fußball hat er seiner Mutter zu verdanken. Als Reporter und Kommentator hat Fritz von Thurn und Taxis von zahlreichen Spielen berichtet. Er gibt seine Einschätzung. Jörg Thadeusz, Moderator und Journalist Seit 40 Jahren ist er Fußballfan. In der Sendung erzählt Thadeusz, wie er die bisherigen EM-Spiele erlebt hat und warum er die deutschen Spiele mit „gedrosselter Emotion“ sieht. Alex Kristan, Komiker und Parodist Die Europameisterschaft bietet Kristan viele Vorlagen für Parodien. In der Sendung spricht er über seine bisherigen EM-Highlights und erklärt, wie Löw, Beckenbauer und Matthäus die EM sehen. (Text:ZDF)"
markus-lanz_998-folge-998-1079898,2017-05-11,Markus Lanz,"Hamed Abdel-Samad, Politologe. Der Islamkritiker erklärt in seinem aktuellen Buch „Ist der Islam noch zu retten?“, weshalb die Religion seines Erachtens nicht reformierbar ist. Ulrich Kienzle, Journalist. Der Nahost-Experte gibt eine Einschätzung zu Hamed Abdel-Samads Religionskritik. Er sagt: „Der Islam ist gefährlich und nicht gefährlich zugleich.“ Nikeata Thompson, Choreografin. Bekannt wurde sie 2013 als Coach bei der Tanz-Show „Got to dance“. Sie spricht über ihre jamaikanischen Wurzeln und den Umgang mit Rassismus. Dr. Signe Preuschoft, Primatologin. Seit zehn Jahren leitet die Affenforscherin eine Waisenschule für Orang-Utan-Kinder auf Borneo. Für sie sind die bedrohten Primaten ihre „wilden Kinder“. (Text:ZDF)"
hart-aber-fair_565-steueroase-europa-wie-uns-konzerne-und-super-reiche-abzocken-1140582,2017-11-06,hart aber fair,"Die Gäste: Michael Meister, CDU, Parlamentarischer Staatssekretär beim Bundesminister der Finanzen; Mitglied im Bundesvorstand der CDU Deutschlands Jean Asselborn, Minister für auswärtige und europäische Angelegenheiten in Luxemburg Johanna Hey, Leiterin des Instituts für Steuerrecht an der Universität zu Köln Georg Mascolo, Journalist, Leiter des Investigativ-Rechercheteams von NDR, WDR und SZ Sven Giegold, Europaabgeordneter der Grünen; Sprecher seiner Fraktion für Wirtschafts- und Finanzpolitik Neue Enthüllungen zeigen, wie sehr unsere Nachbarländer in der EU Großkonzernen beim schamlosen Steuersparen helfen. Was bringen schärfere Gesetze gegen globale Konzerne und gierige Reiche? Zeigt sich jetzt: Beim Thema Steuern kämpft in der EU jeder gegen jeden? (Text:ARD)"
markus-lanz_813-folge-813-795442,2015-12-15,Markus Lanz,"Carsten Stormer, Kriegsreporter Seit Jahren berichtet Stormer aus Kriegs- und Krisengebieten. Der Journalist und Fotograf erzählt von seiner Reise an die Front-Linie im Kampf gegen den Islamistischen Staat. Leonard Lansink, Schauspieler Am 2. Januar 2016 um 20:15Uhr ist Lansink zum 50. Mal als Privatdetektiv „Wilsberg“ im Einsatz. In der Sendung erinnert sich der Schauspieler an die Anfänge vor 20 Jahren. Thomas Hermanns, Comedian Vor über 20 Jahren gründete er den „Quatsch Comedy Club“. In der Sendung spricht der Comedian über sein neuestes Projekt: Das Musical „Bussi Das Munical“. Gesa Dreckmann, Autorin Als Tochter einer Haitianerin und eines norddeutschen Landwirts wächst Dreckmann im Dorf Hamfelde auf. In ihrem Buch „La Dorfe Vita“ erinnert sie sich an ihre Kindheit und an den Dorfalltag. Hubert Wolf, Kirchenhistoriker Am 26. Dezember um 18:15Uhr zeigt das ZDF die Dokumentation „Die Äbtissin“. Hubert Wolf erklärt, wie im 19. Jahrhundert Frauen in der katholischen Kirche höchste Ämter bekleidet haben. (Text:ZDF)"
markus-lanz_1027-folge-1027-1110562,2017-08-23,Markus Lanz,"Sylke Tempel, Journalistin Seit den Vorkommnissen in Charlottesville befindet sich Trump in der wohl schwierigsten Phase seiner bisherigen Amtszeit. Tempel gibt ihre Einschätzung zur Situation des US-Präsidenten. Jörg Wontorra, Moderator Seit über 40 Jahren ist Wontorra als Sportjournalist tätig. Aktuell moderiert er „Wontorra – der Fußball-Talk“. In der Sendung gibt er seine Einschätzung zum Playoff-Rückspiel. Ewald Lienen, Ex-Fußballtrainer Seinen Trainerjob beim FC St. Pauli gab er auf. Aktuell arbeitet Lienen als Technischer Direktor. Er sagt, warum für ihn manche Ablösesummen nicht mehr nachvollziehbar sind. Janina Breitling, Journalistin 13 Monate war sie mit ihrem sechsjährigen Sohn auf Weltreise. In der Sendung erzählt die alleinerziehende Journalistin von ihren Reiseabenteuern mit Kind und spricht über ihre nächsten Ziele. Lucas Vogelsang, Autor Im Frühjahr erschien sein Buch „Heimaterde – Eine Weltreise durch Deutschland“. Vogelsang erklärt, warum Heimat kein Ort, sondern ein Gefühl ist und spricht über seine Fußballleidenschaft. (Text:ZDF)"
markus-lanz_1071-folge-1071-1150423,2017-12-13,Markus Lanz,"Prof. Ulrich Walter, Physiker Er ist einer von elf Deutschen, die im All gewesen sind. In seinem Buch „Höllenritt durch Raum und Zeit“ erklärt Walter die Raumfahrt. Er spricht über die Möglichkeiten einer Marsmission. Helge Schneider, Komiker und Musiker Helge Schneider hat viele Talente. Im Januar startet seine neue Tour „Ene mene Mopel“. Er verrät, ob ihn eine Reise ins Weltall reizten würde, und spricht über Weihnachten bei den Schneiders. Daniel Meyer über sein Leben Am 21.12. startet der Kinofilm „Dieses bescheuerte Herz“. Er handelt von Meyers Geschichte. 1997 wurde er mit einem Herzfehler geboren. In der Sendung erzählt Meyer von seinem Leben. Lars Amend, Autor und Musikjournalist Seit vielen Jahren ist er mit Meyer befreundet und schrieb das Buch „Dieses bescheuerte Herz“. Über die erste Begegnung sagt Amend: „Ich hatte das Gefühl auf mich selbst zuzulaufen.“ Dr. Gerhard Kozlik-Feldmann, Arzt Er gehört zum Ärzteteam von Meyer und leitet die Kinderkardiologie des Universitätsklinikums Eppendorf in Hamburg. Der Arzt erklärt, wie sich Meyers Herz von einem normalen unterscheidet. (Text:ZDF)"
anne-will_375-die-groko-entscheidung-1160939,2018-01-21,Anne Will,"Gäste: Martin Schulz (SPD, Parteivorsitzender), Peter Altmaier (CDU, Chef des Bundeskanzleramtes), Christian Lindner (FDP, Parteivorsitzender), Christiane Hoffmann (stellvertretende Leiterin des „Spiegel“-Hauptstadtbüros) Koalitionsverhandlungen – ja oder nein? Darüber stimmen die SPD-Delegierten am Sonntag auf dem Sonderparteitag in Bonn ab. Seit dem Ende der Sondierung scheint die Partei vor einer Zerreißprobe zu stehen. Daher erwartet nicht nur die SPD-Spitze das Ergebnis mit großer Spannung. Wer wird sich am Ende durchsetzen, GroKo-Befürworter oder die Skeptiker? Und was bedeutet die Entscheidung für die Bundesregierung und die Zukunft Angela Merkels? (Text:ARD)"
markus-lanz_1103-folge-1103-1177995,2018-03-22,Markus Lanz,"Katrin Göring-Eckardt, Politikerin „Das kann man nicht verhehlen, dass wir die Oppositionskraft sind, die eigentlich gerne regieren würde.“ Göring-Eckardt sagt, wie sie die Sondierungsgespräche erlebt hat. Rainer Hank, Journalist Der Journalist beobachtet die Große Koalition genau. Hank äußert sich zu Merkels Kabinett, sagt, wie nah die Grünen an der Macht waren, und erklärt, wann Politik interessant wird. Tobias Ginsburg, Autor Acht Monate war er undercover bei den Reichsbürgern. Gerade erschien sein Buch „Die Reise ins Reich“. In der Sendung erzählt Ginsburg von seinem Leben unter Reichsbürgern. Hans Kammerlander, Extrembergsteiger Er sagt: „Reinhold Messner war für mich der große Lehrmeister.“ In der Sendung berichtet Kammerlander von den Höhen und Tiefen seines Lebens und spricht über den Tod von Freunden. (Text:ZDF)"
anne-will_281-die-machtprobe-tsipras-gegen-das-alte-europa-681035,2015-02-04,Anne Will,"Am Mittwoch trifft Alexis Tsipras zu seinem ersten Besuch in Brüssel ein und kommt dort mit EUKommissionschef Jean-Claude Juncker zusammen. Mit Spannung wird dieses Treffen erwartet. Kommt es zum Showdown zwischen dem „alten Europa“ und dem „neuen Linken“ aus Athen? Nachdem Griechenland die Zusammenarbeit mit der Troika aus EU, EZB und IWF für beendet erklärt hatte, bekräftigte die Bundesregierung, den Reformprozess in Griechenland weiterhin von der Kontrollgruppe überwachen zu lassen. Die neue griechische Regierung rückte unterdessen von ihrer Forderung nach einem Schuldenschnitt ab und spricht von Umschuldungen etwa durch Anleihen. Ministerpräsident Alexis Tsipras sicherte zu, dass sein Land die Schulden an IWF und EZB zurückzahlen werde. Bisher galt die europäische Reformpolitik als alternativlos. Steht die Zerschlagung der Troika gegen den Widerstand aus Berlin bevor und wäre das ein Sieg Griechenlands gegen das „alte Europa“? Werden die Reformen in Griechenland zurückgedreht oder gar beendet? Muss Europa die „alternativlose Sparpolitik“ begraben? (Text:ARD)"
